"Fixture_id","Home_id","Away_id","Referee","Date","Month","Year","Venue_id","Match_Status","League_id","league_round","Season","H_Goals","A_Goals"
718726,97,110,J. Hamel,21,5,2022,656,FT,61,Regular Season - 38,2021,1,1
718727,81,95,S. Frappart,21,5,2022,12678,FT,61,Regular Season - 38,2021,4,0
718728,83,1063,F. Letexier,21,5,2022,662,FT,61,Regular Season - 38,2021,1,1
718729,85,112,A. Gautier,21,5,2022,671,FT,61,Regular Season - 38,2021,5,0
718730,93,84,E. Wattellier,21,5,2022,674,FT,61,Regular Season - 38,2021,2,3
862971,108,1063,B. Millot,26,5,2022,636,FT,61,Relegation Round,2021,1,1
721071,529,798,Pablo González,1,5,2022,1462,FT,140,Regular Season - 34,2021,2,1
721072,546,543,Adrián Cordero,2,5,2022,1476,FT,140,Regular Season - 34,2021,0,0
721073,715,538,Juan Martínez,1,5,2022,1479,FT,140,Regular Season - 34,2021,1,1
721077,728,548,Alejandro Muñiz,1,5,2022,1488,FT,140,Regular Season - 34,2021,1,1
721078,797,727,Carlos del Cerro,1,5,2022,1473,FT,140,Regular Season - 34,2021,1,1
721079,531,532,Isidro Díaz de Mera,7,5,2022,1460,FT,140,Regular Season - 35,2021,0,0
721080,530,541,César Soto,8,5,2022,1461,FT,140,Regular Season - 35,2021,1,0
721081,543,529,Antonio Mateu,7,5,2022,1489,FT,140,Regular Season - 35,2021,1,2
721082,538,542,Guillermo Cuadra,7,5,2022,1467,FT,140,Regular Season - 35,2021,4,0
721083,798,715,Ricardo De Burgos,7,5,2022,12597,FT,140,Regular Season - 35,2021,2,6
721084,546,728,Mario Melero,8,5,2022,1476,FT,140,Regular Season - 35,2021,0,0
721085,724,797,Alejandro Hernández,7,5,2022,11915,FT,140,Regular Season - 35,2021,3,0
721086,540,727,Santiago Jaime,8,5,2022,1474,FT,140,Regular Season - 35,2021,1,1
721087,539,548,Javier Alberola,6,5,2022,1482,FT,140,Regular Season - 35,2021,2,1
721088,533,536,Jesús Gil,8,5,2022,1498,FT,140,Regular Season - 35,2021,1,1
721089,542,540,Valentín Pizarro,11,5,2022,1470,FT,140,Regular Season - 36,2021,2,1
721090,529,538,Miguel Ortiz,10,5,2022,1462,FT,140,Regular Season - 36,2021,3,1
721091,715,531,José Sánchez,10,5,2022,1479,FT,140,Regular Season - 36,2021,1,0
721092,727,546,Alejandro Muñiz,11,5,2022,1486,FT,140,Regular Season - 36,2021,1,1
721093,541,539,Adrián Cordero,12,5,2022,1456,FT,140,Regular Season - 36,2021,6,0
721094,548,724,Juan Martínez,12,5,2022,1491,FT,140,Regular Season - 36,2021,3,0
721095,536,798,Alejandro Hernández,11,5,2022,1494,FT,140,Regular Season - 36,2021,0,0
721096,532,543,Carlos del Cerro,10,5,2022,1497,FT,140,Regular Season - 36,2021,0,3
721097,728,533,Isidro Díaz de Mera,12,5,2022,1488,FT,140,Regular Season - 36,2021,1,5
721098,797,530,Pablo González,11,5,2022,1473,FT,140,Regular Season - 36,2021,0,2
721099,531,727,Jorge Figueroa,15,5,2022,1460,FT,140,Regular Season - 37,2021,2,0
721100,530,536,José Sánchez,15,5,2022,1461,FT,140,Regular Season - 37,2021,1,1
721101,543,715,Ricardo De Burgos,15,5,2022,1489,FT,140,Regular Season - 37,2021,2,0
721102,538,797,Mario Melero,15,5,2022,1467,FT,140,Regular Season - 37,2021,1,0
721103,798,728,José Munuera,15,5,2022,12597,FT,140,Regular Season - 37,2021,2,1
721104,546,529,Jesús Gil,15,5,2022,1476,FT,140,Regular Season - 37,2021,0,0
721105,724,541,Antonio Mateu,15,5,2022,11915,FT,140,Regular Season - 37,2021,1,1
721106,540,532,Alejandro Muñiz,14,5,2022,1474,FT,140,Regular Season - 37,2021,1,1
721107,539,542,Guillermo Cuadra,15,5,2022,1482,FT,140,Regular Season - 37,2021,3,1
721108,533,548,Pablo González,15,5,2022,1498,FT,140,Regular Season - 37,2021,1,2
721109,542,724,José Sánchez,22,5,2022,1470,FT,140,Regular Season - 38,2021,0,1
721110,529,533,José Munuera,22,5,2022,1462,FT,140,Regular Season - 38,2021,0,2
721111,715,540,Alejandro Hernández,22,5,2022,1479,FT,140,Regular Season - 38,2021,0,0
721112,727,798,César Soto,22,5,2022,1486,FT,140,Regular Season - 38,2021,0,2
721113,541,543,Santiago Jaime,20,5,2022,1456,FT,140,Regular Season - 38,2021,0,0
721114,548,530,Jesús Gil,22,5,2022,1491,FT,140,Regular Season - 38,2021,1,2
721115,536,531,Carlos del Cerro,22,5,2022,1494,FT,140,Regular Season - 38,2021,1,0
721116,532,538,Adrián Cordero,21,5,2022,1497,FT,140,Regular Season - 38,2021,2,0
721117,728,539,Mario Melero,20,5,2022,1488,FT,140,Regular Season - 38,2021,2,4
721118,797,546,Guillermo Cuadra,22,5,2022,1473,FT,140,Regular Season - 38,2021,3,1
719629,168,169,B. Cortus,2,5,2022,699,FT,78,Regular Season - 32,2021,2,0
719631,163,173,M. Petersen,2,5,2022,703,FT,78,Regular Season - 32,2021,3,1
719637,157,172,D. Aytekin,8,5,2022,700,FT,78,Regular Season - 33,2021,2,2
719638,173,170,B. Dankert,8,5,2022,738,FT,78,Regular Season - 33,2021,4,0
719639,169,163,F. Zwayer,8,5,2022,10491,FT,78,Regular Season - 33,2021,1,1
719640,160,182,F. Brych,7,5,2022,12717,FT,78,Regular Season - 33,2021,1,4
719641,167,168,F. Willenborg,7,5,2022,724,FT,78,Regular Season - 33,2021,2,4
719642,159,164,P. Ittrich,7,5,2022,694,FT,78,Regular Season - 33,2021,1,2
719643,192,161,T. Stieler,7,5,2022,731,FT,78,Regular Season - 33,2021,0,1
719644,176,188,R. Schröder,6,5,2022,751,FT,78,Regular Season - 33,2021,2,1
719645,178,165,C. Dingert,7,5,2022,718,FT,78,Regular Season - 33,2021,1,3
719646,165,159,T. Stieler,14,5,2022,702,FT,78,Regular Season - 34,2021,2,1
719647,161,157,R. Hartmann,14,5,2022,752,FT,78,Regular Season - 34,2021,2,2
719648,168,160,S. Jablonski,14,5,2022,699,FT,78,Regular Season - 34,2021,2,1
719649,182,176,M. Fritz,14,5,2022,748,FT,78,Regular Season - 34,2021,3,2
719650,163,167,H. Osmers,14,5,2022,703,FT,78,Regular Season - 34,2021,5,1
719651,172,192,R. Schröder,14,5,2022,750,FT,78,Regular Season - 34,2021,2,1
719652,164,169,M. Petersen,14,5,2022,11899,FT,78,Regular Season - 34,2021,2,2
719653,170,178,T. Reichel,14,5,2022,698,FT,78,Regular Season - 34,2021,2,1
719654,188,173,D. Siebert,14,5,2022,697,FT,78,Regular Season - 34,2021,1,1
862167,159,175,H. Osmers,19,5,2022,694,FT,78,Relegation Round,2021,0,1
862168,175,159,D. Aytekin,23,5,2022,720,FT,78,Relegation Round,2021,0,2
731780,514,517,M. Mariani,5,5,2022,933,FT,135,Regular Season - 20,2021,2,1
731924,499,514,M. Guida,2,5,2022,879,FT,135,Regular Season - 35,2021,1,1
731926,511,503,F. Cosso,1,5,2022,896,FT,135,Regular Season - 35,2021,1,3
731927,496,517,A. Prontera,1,5,2022,909,FT,135,Regular Season - 35,2021,2,1
731928,489,502,P. Valeri,1,5,2022,907,FT,135,Regular Season - 35,2021,1,0
731930,497,500,M. Fabbri,1,5,2022,910,FT,135,Regular Season - 35,2021,0,0
731933,494,505,D. Chiffi,1,5,2022,928,FT,135,Regular Season - 35,2021,1,2
731934,502,497,M. Guida,9,5,2022,902,FT,135,Regular Season - 36,2021,2,0
731935,495,496,S. Sozza,6,5,2022,905,FT,135,Regular Season - 36,2021,2,1
731936,504,489,D. Doveri,8,5,2022,890,FT,135,Regular Season - 36,2021,1,3
731937,505,511,G. Manganiello,6,5,2022,907,FT,135,Regular Season - 36,2021,4,2
731938,487,498,D. Massa,7,5,2022,910,FT,135,Regular Season - 36,2021,2,0
731939,514,490,M. Di Bello,8,5,2022,933,FT,135,Regular Season - 36,2021,1,1
731940,488,494,M. Marcenaro,7,5,2022,935,FT,135,Regular Season - 36,2021,1,1
731941,515,499,F. Maresca,8,5,2022,939,FT,135,Regular Season - 36,2021,1,3
731942,503,492,A. Prontera,7,5,2022,943,FT,135,Regular Season - 36,2021,0,1
731943,517,500,L. Marinelli,8,5,2022,948,FT,135,Regular Season - 36,2021,4,3
731944,500,488,D. Ghersini,15,5,2022,881,FT,135,Regular Season - 37,2021,1,3
731945,490,505,D. Doveri,15,5,2022,12275,FT,135,Regular Season - 37,2021,1,3
731946,511,514,D. Massa,14,5,2022,896,FT,135,Regular Season - 37,2021,1,1
731947,504,503,G. Camplone,14,5,2022,890,FT,135,Regular Season - 37,2021,0,1
731948,496,487,G. Ayroldi,16,5,2022,909,FT,135,Regular Season - 37,2021,2,2
731949,489,499,D. Orsato,15,5,2022,907,FT,135,Regular Season - 37,2021,2,0
731950,492,495,M. Fabbri,15,5,2022,11904,FT,135,Regular Season - 37,2021,3,0
731951,497,517,S. Sozza,14,5,2022,910,FT,135,Regular Season - 37,2021,1,1
731952,498,502,M. Mariani,16,5,2022,905,FT,135,Regular Season - 37,2021,4,1
731953,494,515,G. Aureliano,14,5,2022,928,FT,135,Regular Season - 37,2021,2,3
731954,499,511,R. Abisso,21,5,2022,879,FT,135,Regular Season - 38,2021,0,1
731955,502,496,D. Chiffi,21,5,2022,902,FT,135,Regular Season - 38,2021,2,0
731956,495,500,G. Miele,21,5,2022,905,FT,135,Regular Season - 38,2021,0,1
731957,505,498,M. Di Bello,22,5,2022,907,FT,135,Regular Season - 38,2021,3,0
731958,487,504,A. Colombo,21,5,2022,910,FT,135,Regular Season - 38,2021,3,3
731959,514,494,D. Orsato,22,5,2022,933,FT,135,Regular Season - 38,2021,0,4
731960,488,489,D. Doveri,22,5,2022,935,FT,135,Regular Season - 38,2021,0,3
731961,515,492,M. Marchetti,22,5,2022,939,FT,135,Regular Season - 38,2021,0,3
731962,503,497,M. Irrati,20,5,2022,943,FT,135,Regular Season - 38,2021,0,3
731963,517,490,F. Maresca,22,5,2022,948,FT,135,Regular Season - 38,2021,0,0
857633,533,40,D. Makkelie,3,5,2022,1498,FT,2,Semi-finals,2021,2,3
857617,169,48,Jesús Gil,5,5,2022,10491,FT,3,Semi-finals,2021,1,0
857619,257,173,Artur Soares Dias,5,5,2022,1401,FT,3,Semi-finals,2021,3,1
946865,567,505,"Sandro Scharer, Switzerland",13,9,2022,438,FT,2,Group C - 2,2022,0,2
946866,228,47,"Srdan Jovanovic, Serbia",13,9,2022,1293,FT,2,Group D - 2,2022,2,0
946867,40,194,"Artur Soares Dias, Portugal",13,9,2022,550,FT,2,Group A - 2,2022,2,1
946869,212,569,"Anastasios Sidiropoulos, Greece",13,9,2022,1286,FT,2,Group B - 2,2022,0,4
946870,168,530,"Michael Oliver, England",13,9,2022,699,FT,2,Group B - 2,2022,2,0
946871,157,529,"Danny Desmond Makkelie, Netherlands",13,9,2022,700,FT,2,Group C - 2,2022,2,0
946872,81,169,"Jose Maria Sanchez Martinez, Spain",13,9,2022,12678,FT,2,Group D - 2,2022,0,1
901884,91,197,D. Massa,2,8,2022,659,FT,2,"3rd Qualifying Round",2022,1,1
901886,1393,257,I. Peljto,2,8,2022,186,FT,2,"3rd Qualifying Round",2022,2,0
901887,257,1393,"Anastasios Sidiropoulos, Greece",9,8,2022,1401,FT,2,"3rd Qualifying Round",2022,3,0
923123,566,620,C. Çakιr,2,8,2022,10547,FT,2,"3rd Qualifying Round",2022,1,2
923124,620,566,"Benoît Bastien, France",9,8,2022,412,FT,2,"3rd Qualifying Round",2022,4,2
923125,568,567,D. Makkelie,2,8,2022,2615,FT,2,"3rd Qualifying Round",2022,1,2
923126,567,568,"Orel Grinfeeld, Israel",9,8,2022,438,FT,2,"3rd Qualifying Round",2022,2,1
923128,397,211,"Srdjan Jovanovic, Montenegro",9,8,2022,457,FT,2,"3rd Qualifying Round",2022,1,3
923129,598,709,Artur Soares Dias,3,8,2022,1406,FT,2,"3rd Qualifying Round",2022,5,0
923130,709,598,"William Collum, Scotland",9,8,2022,121,FT,2,"3rd Qualifying Round",2022,0,2
924399,327,586,I. Vad II,3,8,2022,1175,FT,2,"3rd Qualifying Round",2022,5,0
924400,586,327,"Sandro Scharer, Switzerland",9,8,2022,1030,FT,2,"3rd Qualifying Round",2022,1,1
924401,4195,602,M. Mariani,3,8,2022,868,FT,2,"3rd Qualifying Round",2022,4,0
924404,651,556,"Carlos Del Cerro Grande, Spain",9,8,2022,799,FT,2,"3rd Qualifying Round",2022,1,3
924405,572,637,F. Letexier,3,8,2022,12602,FT,2,"3rd Qualifying Round",2022,1,0
927410,400,998,"Michael Oliver, England",16,8,2022,11600,FT,2,Play-offs,2022,2,1
933167,327,620,"Danny Desmond Makkelie, Netherlands",16,8,2022,1175,FT,2,Play-offs,2022,1,0
933169,257,197,"Daniele Orsato, Italy",16,8,2022,1401,FT,2,Play-offs,2022,2,2
933170,197,257,"Szymon Marciniak, Poland",24,8,2022,1143,FT,2,Play-offs,2022,0,1
933172,567,556,"Artur Soares Dias, Portugal",23,8,2022,438,FT,2,Play-offs,2022,2,1
933173,572,211,"Felix Zwayer, Germany",17,8,2022,12602,FT,2,Play-offs,2022,0,2
933175,4195,598,"Carlos Del Cerro Grande, Spain",17,8,2022,868,FT,2,Play-offs,2022,3,2
933176,598,4195,"Anthony Taylor, England",23,8,2022,1406,FT,2,Play-offs,2022,2,2
946849,620,49,"Istvan Kovacs, Romania",6,9,2022,412,FT,2,Group E - 1,2022,1,0
946850,165,400,"Francois Letexier, France",6,9,2022,702,FT,2,Group G - 1,2022,3,0
946851,571,489,"Srdan Jovanovic, Serbia",6,9,2022,148,FT,2,Group E - 1,2022,1,1
946852,247,541,"Sandro Scharer, Switzerland",6,9,2022,1386,FT,2,Group F - 1,2022,0,3
946853,173,550,"Joao Pedro Pinheiro, Portugal",6,9,2022,738,FT,2,Group F - 1,2022,1,4
946854,536,50,"Davide Massa, Italy",6,9,2022,1494,FT,2,Group G - 1,2022,0,4
946855,85,496,"Domenico Rocca, Italy",6,9,2022,671,FT,2,Group H - 1,2022,2,1
946857,194,257,"Tobias Stieler, Germany",7,9,2022,1117,FT,2,Group A - 1,2022,4,0
946858,169,228,"Orel Grinfeeld, Israel",7,9,2022,10491,FT,2,Group D - 1,2022,0,3
946859,492,40,"Carlos Del Cerro Grande, Spain",7,9,2022,11904,FT,2,Group A - 1,2022,4,1
946861,569,168,"Irfan Peljto, Bosnia & Herzegovina",7,9,2022,176,FT,2,Group B - 1,2022,1,0
946862,529,567,"Lawrence Visser, Belgium",7,9,2022,18630,FT,2,Group C - 1,2022,5,1
946863,505,157,"Clement Turpin, France",7,9,2022,907,FT,2,Group C - 1,2022,0,2
946864,47,81,"Slavko Vincic, Slovenia",7,9,2022,593,FT,2,Group D - 1,2022,2,0
923166,652,2265,B. Frankowski,4,8,2022,865,FT,3,"3rd Qualifying Round",2022,3,1
923167,2265,652,A. Kulbakov,9,8,2022,1045,FT,3,"3rd Qualifying Round",2022,1,2
923168,552,649,G. Kabakov,4,8,2022,1441,FT,3,"3rd Qualifying Round",2022,0,2
923169,649,552,T. Stieler,11,8,2022,615,FT,3,"3rd Qualifying Round",2022,1,0
923171,573,614,José Sánchez,11,8,2022,1424,FT,3,"3rd Qualifying Round",2022,2,2
923193,375,578,E. Jorgji,4,8,2022,1518,FT,3,"3rd Qualifying Round",2022,3,0
923195,583,783,M. Di Bello,4,8,2022,1971,FT,3,"3rd Qualifying Round",2022,0,2
923196,783,583,H. Osmers,11,8,2022,1533,FT,3,"3rd Qualifying Round",2022,3,0
923199,611,3719,João Pedro Pinheiro,4,8,2022,1581,FT,3,"3rd Qualifying Round",2022,3,0
923200,3719,611,N. Dabanović,11,8,2022,2501,FT,3,"3rd Qualifying Round",2022,1,1
927412,631,3402,I. Peljto,18,8,2022,180,FT,3,Play-offs,2022,0,2
933135,709,568,Alejandro Hernández,18,8,2022,121,FT,3,Play-offs,2022,0,0
933137,566,586,I. Kružliak,18,8,2022,10547,FT,3,Play-offs,2022,1,0
933139,651,652,G. Nyberg,18,8,2022,799,FT,3,Play-offs,2022,4,0
933140,652,651,F. Letexier,25,8,2022,865,FT,3,Play-offs,2022,1,0
933546,601,611,D. Siebert,18,8,2022,136,FT,3,Play-offs,2022,0,2
933547,611,601,Jesús Gil,25,8,2022,1581,FT,3,Play-offs,2022,4,1
933548,375,1002,W. Collum,18,8,2022,1518,FT,3,Play-offs,2022,3,1
933549,1002,375,S. Jovanović,25,8,2022,1589,FT,3,Play-offs,2022,0,2
933552,3623,614,T. Stieler,18,8,2022,18644,FT,3,Play-offs,2022,1,2
933554,783,254,B. Frankowski,18,8,2022,1533,FT,3,Play-offs,2022,2,1
933555,254,783,L. Visser,25,8,2022,1393,FT,3,Play-offs,2022,0,1
933556,649,2073,João Pedro Pinheiro,18,8,2022,615,FT,3,Play-offs,2022,1,0
933557,2073,649,M. Mariani,25,8,2022,459,FT,3,Play-offs,2022,1,1
946753,783,42,M. Al Hakim,8,9,2022,1543,FT,3,Group A - 1,2022,1,2
946754,197,327,G. Kabakov,8,9,2022,1143,FT,3,Group A - 1,2022,1,1
946756,611,572,T. Bognár,8,9,2022,1581,FT,3,Group B - 1,2022,2,1
946757,566,497,C. Pawson,8,9,2022,10547,FT,3,Group C - 1,2022,2,1
946758,649,543,R. Reinshreiber,8,9,2022,615,FT,3,Group C - 1,2022,0,2
946759,375,217,D. Strukan,8,9,2022,1518,FT,3,Group D - 1,2022,0,2
946760,182,1393,S. Boyko,8,9,2022,748,FT,3,Group D - 1,2022,0,1
946761,33,548,M. Di Bello,8,9,2022,556,FT,3,Group E - 1,2022,0,1
946763,487,209,Ricardo De Burgos,8,9,2022,910,FT,3,Group F - 1,2022,4,2
946764,637,397,Ə. Ağayev,8,9,2022,150,FT,3,Group F - 1,2022,1,0
946765,160,556,E. Lambrechts,8,9,2022,12717,FT,3,Group G - 1,2022,2,1
946766,83,553,H. Lechner,8,9,2022,662,FT,3,Group G - 1,2022,2,1
946767,598,91,H. Osmers,8,9,2022,1406,FT,3,Group H - 1,2022,0,1
946768,651,998,F. Maresca,8,9,2022,799,FT,3,Group H - 1,2022,3,2
867946,52,42,"Anthony Taylor, England",5,8,2022,525,FT,39,Regular Season - 1,2022,0,2
867947,36,40,"Andy Madley, England",6,8,2022,535,FT,39,Regular Season - 1,2022,2,2
867948,35,66,"Peter Bankes, England",6,8,2022,504,FT,39,Regular Season - 1,2022,2,0
867949,63,39,"Robert Jones, England",6,8,2022,546,FT,39,Regular Season - 1,2022,2,1
867950,46,55,"Jarred Gillett, Australia",7,8,2022,547,FT,39,Regular Season - 1,2022,2,2
867951,34,65,"Simon Hooper, England",6,8,2022,562,FT,39,Regular Season - 1,2022,2,0
867952,47,41,"Andre Marriner, England",6,8,2022,593,FT,39,Regular Season - 1,2022,4,1
867953,45,49,"Craig Pawson, England",6,8,2022,8560,FT,39,Regular Season - 1,2022,0,1
867954,33,51,"Paul Tierney, England",7,8,2022,556,FT,39,Regular Season - 1,2022,1,2
867955,48,50,"Michael Oliver, England",7,8,2022,598,FT,39,Regular Season - 1,2022,0,2
867956,42,46,"England Darren, England",13,8,2022,494,FT,39,Regular Season - 2,2022,4,2
867957,66,45,"Michael Oliver, England",13,8,2022,495,FT,39,Regular Season - 2,2022,2,1
867958,55,33,"Stuart Attwell, England",13,8,2022,10503,FT,39,Regular Season - 2,2022,4,0
867959,51,34,"Graham Scott, England",13,8,2022,508,FT,39,Regular Season - 2,2022,0,0
867960,49,47,"Anthony Taylor, England",14,8,2022,519,FT,39,Regular Season - 2,2022,2,2
867961,40,52,"Paul Tierney, England",15,8,2022,550,FT,39,Regular Season - 2,2022,1,1
867962,50,35,"David Coote, England",13,8,2022,555,FT,39,Regular Season - 2,2022,4,0
867963,65,48,"Robert Jones, England",14,8,2022,566,FT,39,Regular Season - 2,2022,1,0
867964,41,63,"Tony Harrington, England",13,8,2022,585,FT,39,Regular Season - 2,2022,2,2
867965,39,36,"John Brooks, England",13,8,2022,600,FT,39,Regular Season - 2,2022,0,0
867966,35,42,"Craig Pawson, England",20,8,2022,504,FT,39,Regular Season - 3,2022,0,3
867967,52,66,"Andy Madley, England",20,8,2022,525,FT,39,Regular Season - 3,2022,3,1
867968,45,65,"Andre Marriner, England",20,8,2022,8560,FT,39,Regular Season - 3,2022,1,1
867969,36,55,"Peter Bankes, England",20,8,2022,535,FT,39,Regular Season - 3,2022,3,2
867970,63,49,"Stuart Attwell, England",21,8,2022,546,FT,39,Regular Season - 3,2022,3,0
867971,46,41,"Salisbury Michael, England",20,8,2022,547,FT,39,Regular Season - 3,2022,1,2
867972,33,40,"Michael Oliver, England",22,8,2022,556,FT,39,Regular Season - 3,2022,2,1
867973,34,50,"Jarred Gillett, Australia",21,8,2022,562,FT,39,Regular Season - 3,2022,3,3
867974,47,39,"Simon Hooper, England",20,8,2022,593,FT,39,Regular Season - 3,2022,1,0
867975,48,51,"Anthony Taylor, England",21,8,2022,598,FT,39,Regular Season - 3,2022,0,2
867976,42,36,"Jarred Gillett, Australia",27,8,2022,494,FT,39,Regular Season - 4,2022,2,1
867977,66,48,"David Coote, England",28,8,2022,495,FT,39,Regular Season - 4,2022,0,1
867978,55,45,"John Brooks, England",27,8,2022,10503,FT,39,Regular Season - 4,2022,1,1
867979,51,63,"Salisbury Michael, England",27,8,2022,508,FT,39,Regular Season - 4,2022,1,0
867980,49,46,"Paul Tierney, England",27,8,2022,519,FT,39,Regular Season - 4,2022,2,1
867981,40,35,"Stuart Attwell, England",27,8,2022,550,FT,39,Regular Season - 4,2022,9,0
867982,50,52,"Graham Scott, England",27,8,2022,555,FT,39,Regular Season - 4,2022,4,2
867983,65,47,"Craig Pawson, England",28,8,2022,566,FT,39,Regular Season - 4,2022,0,2
867984,41,33,"Andy Madley, England",27,8,2022,585,FT,39,Regular Season - 4,2022,0,1
867985,39,34,"Peter Bankes, England",28,8,2022,600,FT,39,Regular Season - 4,2022,1,1
867986,35,39,"Anthony Taylor, England",31,8,2022,504,FT,39,Regular Season - 5,2022,0,0
867987,42,66,"Robert Jones, England",31,8,2022,494,FT,39,Regular Season - 5,2022,2,1
867988,36,51,"Thomas Bramall, England",30,8,2022,535,FT,39,Regular Season - 5,2022,2,1
867989,63,45,"Simon Hooper, England",30,8,2022,546,FT,39,Regular Season - 5,2022,1,1
867990,46,33,"Craig Pawson, England",1,9,2022,547,FT,39,Regular Season - 5,2022,0,1
867991,48,47,"Peter Bankes, England",31,8,2022,598,FT,39,Regular Season - 5,2022,1,1
867992,52,55,"England Darren, England",30,8,2022,525,FT,39,Regular Season - 5,2022,1,1
867993,41,49,"Michael Oliver, England",30,8,2022,585,FT,39,Regular Season - 5,2022,2,1
867994,40,34,"Andre Marriner, England",31,8,2022,550,FT,39,Regular Season - 5,2022,2,1
867995,50,65,"Paul Tierney, England",31,8,2022,555,FT,39,Regular Season - 5,2022,6,0
867996,66,50,"Simon Hooper, England",3,9,2022,495,FT,39,Regular Season - 6,2022,1,1
867997,55,63,"Robert Jones, England",3,9,2022,10503,FT,39,Regular Season - 6,2022,5,2
867998,51,46,"Tony Harrington, England",4,9,2022,508,FT,39,Regular Season - 6,2022,5,2
867999,49,48,"Andy Madley, England",3,9,2022,519,FT,39,Regular Season - 6,2022,2,1
868000,45,40,"Anthony Taylor, England",3,9,2022,8560,FT,39,Regular Season - 6,2022,0,0
868001,33,42,"Paul Tierney, England",4,9,2022,556,FT,39,Regular Season - 6,2022,3,1
868002,34,52,"Salisbury Michael, England",3,9,2022,562,FT,39,Regular Season - 6,2022,0,0
868003,65,35,"Michael Oliver, England",3,9,2022,566,FT,39,Regular Season - 6,2022,2,3
868004,47,36,"Stuart Attwell, England",3,9,2022,593,FT,39,Regular Season - 6,2022,2,1
868005,39,41,"John Brooks, England",3,9,2022,600,FT,39,Regular Season - 6,2022,1,0
871470,95,91,F. Letexier,6,8,2022,681,FT,61,Regular Season - 1,2022,1,2
871471,94,97,B. Dechepy,7,8,2022,680,FT,61,Regular Season - 1,2022,0,1
871472,99,85,J. Stinat,6,8,2022,644,FT,61,Regular Season - 1,2022,0,5
871473,96,84,J. Hamel,7,8,2022,682,FT,61,Regular Season - 1,2022,1,1
871474,80,98,B. Bastien,5,8,2022,666,FT,61,Regular Season - 1,2022,2,1
871475,79,108,E. Wattellier,7,8,2022,655,FT,61,Regular Season - 1,2022,4,1
871476,77,83,H. Ben El Hadj,7,8,2022,634,FT,61,Regular Season - 1,2022,0,0
871477,82,110,P. Gaillouste,7,8,2022,660,FT,61,Regular Season - 1,2022,3,2
871478,81,93,J. Brisard,7,8,2022,12678,FT,61,Regular Season - 1,2022,4,1
871479,116,106,T. Léonard,7,8,2022,654,FT,61,Regular Season - 1,2022,3,2
871480,98,116,S. Frappart,14,8,2022,632,FT,61,Regular Season - 2,2022,0,0
871481,108,77,R. Buquet,14,8,2022,636,FT,61,Regular Season - 2,2022,2,2
871482,91,94,J. Pignard,13,8,2022,659,FT,61,Regular Season - 2,2022,1,1
871483,97,80,B. Dechepy,7,9,2022,656,FT,61,Regular Season - 2,2022,3,1
871484,83,79,B. Dechepy,12,8,2022,662,FT,61,Regular Season - 2,2022,1,1
871485,84,95,H. Ben El Hadj,14,8,2022,663,FT,61,Regular Season - 2,2022,1,1
871486,85,82,W. Delajod,13,8,2022,671,FT,61,Regular Season - 2,2022,5,2
871487,106,81,J. Stinat,14,8,2022,641,FT,61,Regular Season - 2,2022,1,1
871488,93,99,J. Hamel,14,8,2022,674,FT,61,Regular Season - 2,2022,2,4
871489,110,96,M. Bollengier,14,8,2022,684,FT,61,Regular Season - 2,2022,0,3
871490,91,116,W. Delajod,20,8,2022,659,FT,61,Regular Season - 3,2022,1,4
871491,77,106,J. Brisard,21,8,2022,634,FT,61,Regular Season - 3,2022,1,3
871492,99,84,T. Léonard,21,8,2022,644,FT,61,Regular Season - 3,2022,1,0
871493,79,85,C. Turpin,21,8,2022,655,FT,61,Regular Season - 3,2022,1,7
871494,82,108,M. Vernice,21,8,2022,660,FT,61,Regular Season - 3,2022,1,2
871495,80,110,E. Wattellier,19,8,2022,666,FT,61,Regular Season - 3,2022,4,1
871496,81,83,J. Pignard,20,8,2022,12678,FT,61,Regular Season - 3,2022,2,1
871497,95,93,R. Buquet,21,8,2022,681,FT,61,Regular Season - 3,2022,1,1
871498,94,98,H. Ben El Hadj,21,8,2022,680,FT,61,Regular Season - 3,2022,2,1
871499,96,97,Gustavo Correia,21,8,2022,682,FT,61,Regular Season - 3,2022,2,2
871500,98,79,T. Léonard,26,8,2022,632,FT,61,Regular Season - 4,2022,1,3
871501,108,95,J. Hamel,27,8,2022,636,FT,61,Regular Season - 4,2022,1,0
871502,97,99,W. Delajod,28,8,2022,656,FT,61,Regular Season - 4,2022,2,1
871503,83,96,M. Vernice,28,8,2022,662,FT,61,Regular Season - 4,2022,3,1
871504,84,81,F. Letexier,28,8,2022,663,FT,61,Regular Season - 4,2022,0,3
871505,85,91,B. Bastien,28,8,2022,671,FT,61,Regular Season - 4,2022,1,1
871506,116,94,J. Brisard,27,8,2022,654,FT,61,Regular Season - 4,2022,2,1
871507,106,82,M. Bollengier,28,8,2022,641,FT,61,Regular Season - 4,2022,0,7
871508,93,80,J. Stinat,28,8,2022,674,FT,61,Regular Season - 4,2022,1,1
871509,110,77,S. Frappart,28,8,2022,684,FT,61,Regular Season - 4,2022,3,1
871510,91,110,R. Buquet,31,8,2022,659,FT,61,Regular Season - 5,2022,2,4
871511,77,93,J. Pignard,31,8,2022,634,FT,61,Regular Season - 5,2022,2,4
871512,79,84,J. Stinat,31,8,2022,655,FT,61,Regular Season - 5,2022,1,2
871513,82,98,B. Dechepy,31,8,2022,660,FT,61,Regular Season - 5,2022,2,0
