"Fixture_id","Home_id","Away_id","Referee","Date","Month","Year","Venue_id","Match_Status","League_id","league_round","Season","H_Goals","A_Goals"
720895,548,541,Jesús Gil,4,12,2021,1491,FT,140,Regular Season - 16,2021,0,2
720915,541,724,Santiago Jaime,19,12,2021,1456,FT,140,Regular Season - 18,2021,0,0
720939,531,541,César Soto,22,12,2021,1460,FT,140,Regular Season - 21,2021,1,2
731725,500,497,L. Pairetto,1,12,2021,881,FT,135,Regular Season - 15,2021,1,0
731749,497,515,A. Prontera,13,12,2021,910,FT,135,Regular Season - 17,2021,2,0
731770,497,498,P. Giacomelli,22,12,2021,910,FT,135,Regular Season - 19,2021,1,1
787654,571,536,S. Vinčić,8,12,2021,148,FT,2,Group Stage - 6,2021,1,0
720900,531,536,Alejandro Hernández,11,12,2021,1460,FT,140,Regular Season - 17,2021,0,1
710697,45,42,"Mike Dean, England",6,12,2021,8560,FT,39,Regular Season - 15,2021,2,1
710706,42,41,"Jarred Gillett, Australia",11,12,2021,494,FT,39,Regular Season - 16,2021,3,0
710716,42,48,"Anthony Taylor, England",15,12,2021,494,FT,39,Regular Season - 17,2021,2,0
710728,63,42,"Andre Marriner, England",18,12,2021,546,FT,39,Regular Season - 18,2021,1,4
710742,71,42,"Graham Scott, England",26,12,2021,565,FT,39,Regular Season - 19,2021,0,5
710690,48,51,"Chris Kavanagh, England",1,12,2021,598,FT,39,Regular Season - 14,2021,1,1
787804,48,620,M. Mariani,9,12,2021,598,FT,3,Group H - 6,2021,0,1
710709,44,48,"Graham Scott, England",12,12,2021,512,FT,39,Regular Season - 16,2021,0,0
710744,48,41,"Kevin Friend, England",26,12,2021,598,FT,39,Regular Season - 19,2021,2,3
710755,38,48,"England Darren, England",28,12,2021,596,FT,39,Regular Season - 20,2021,1,4
710695,47,55,"Jonathan Moss, England",2,12,2021,593,FT,39,Regular Season - 14,2021,2,0
710702,47,71,"Jarred Gillett, Australia",5,12,2021,593,FT,39,Regular Season - 15,2021,3,0
710743,47,52,"Jonathan Moss, England",26,12,2021,593,FT,39,Regular Season - 19,2021,3,0
710754,41,47,"Anthony Taylor, England",28,12,2021,585,FT,39,Regular Season - 20,2021,1,1
719509,176,161,"Daniel Schlager, Germany",9,1,2022,751,FT,78,Regular Season - 18,2021,1,0
719512,161,159,"Robert Hartmann, Germany",15,1,2022,752,FT,78,Regular Season - 19,2021,0,0
719520,173,161,"Daniel Siebert, Germany",23,1,2022,738,FT,78,Regular Season - 20,2021,2,0
720920,530,728,"Jorge Figueroa Vazquez, Spain",2,1,2022,1461,FT,140,Regular Season - 19,2021,2,0
720938,533,530,"Javier Alberola Rojas, Spain",9,1,2022,1498,FT,140,Regular Season - 20,2021,2,2
720950,530,532,"Isidro Diaz de Mera Escuderos, Spain",22,1,2022,1461,FT,140,Regular Season - 22,2021,3,2
731779,489,497,"Daniele Chiffi, Italy",6,1,2022,907,FT,135,Regular Season - 20,2021,3,1
731793,517,489,"Massimiliano Irrati, Italy",9,1,2022,948,FT,135,Regular Season - 21,2021,0,3
731798,489,515,"Serra Marco, Italy",17,1,2022,907,FT,135,Regular Season - 22,2021,1,2
731810,489,496,"Marco Di Bello, Italy",23,1,2022,907,FT,135,Regular Season - 23,2021,0,0
731792,494,499,"Michael Fabbri, Italy",9,1,2022,928,FT,135,Regular Season - 21,2021,2,6
731794,499,505,"Davide Massa, Italy",16,1,2022,879,FT,135,Regular Season - 22,2021,0,0
731809,487,499,"Simone Sozza, Italy",22,1,2022,910,FT,135,Regular Season - 23,2021,0,0
720922,798,529,"Antonio Mateu, Spain",2,1,2022,12597,FT,140,Regular Season - 19,2021,0,1
720930,715,529,"Pablo Gonzales Fuertes, Spain",8,1,2022,1479,FT,140,Regular Season - 20,2021,1,1
720949,542,529,"Jorge Figueroa Vazquez, Spain",23,1,2022,1470,FT,140,Regular Season - 22,2021,0,1
719502,157,163,"Daniel Siebert, Germany",7,1,2022,700,FT,78,Regular Season - 18,2021,1,2
719519,192,157,"Tobias Welz, Germany",15,1,2022,731,FT,78,Regular Season - 19,2021,0,4
719526,159,157,"Bastian Dankert, Germany",23,1,2022,694,FT,78,Regular Season - 20,2021,1,4
719504,169,165,"Robert Schroder, Germany",8,1,2022,10491,FT,78,Regular Season - 18,2021,2,3
719511,165,160,"Florian Badstubner, Germany",14,1,2022,702,FT,78,Regular Season - 19,2021,5,1
719525,167,165,"Deniz Aytekin, Germany",22,1,2022,724,FT,78,Regular Season - 20,2021,2,3
710758,49,40,"Anthony Taylor, England",2,1,2022,519,FT,39,Regular Season - 21,2021,2,2
710770,50,49,"Craig Pawson, England",15,1,2022,555,FT,39,Regular Season - 22,2021,1,0
710787,51,49,"Kevin Friend, England",18,1,2022,508,FT,39,Regular Season - 24,2021,1,1
710778,49,47,"Paul Tierney, England",23,1,2022,519,FT,39,Regular Season - 23,2021,2,0
718552,81,79,"Amaury Delerue, France",16,1,2022,12678,FT,61,Regular Season - 21,2021,1,1
718546,79,97,"Florent Batta, France",19,1,2022,655,FT,61,Regular Season - 20,2021,3,1
718563,106,79,"Brisard Jerome, France",22,1,2022,641,FT,61,Regular Season - 22,2021,2,0
731788,505,487,"Luca J. Pairetto, Italy",9,1,2022,907,FT,135,Regular Season - 21,2021,2,1
731808,505,517,"Matteo Marchetti, Italy",22,1,2022,907,FT,135,Regular Season - 23,2021,2,1
731777,496,492,"Simone Sozza, Italy",6,1,2022,909,FT,135,Regular Season - 20,2021,1,1
731790,497,496,"Davide Massa, Italy",9,1,2022,910,FT,135,Regular Season - 21,2021,3,4
731797,496,494,"Antonio Giua, Italy",15,1,2022,909,FT,135,Regular Season - 22,2021,2,0
710769,40,55,"Jonathan Moss, England",16,1,2022,550,FT,39,Regular Season - 22,2021,3,0
710779,52,40,"Kevin Friend, England",23,1,2022,525,FT,39,Regular Season - 23,2021,1,3
710720,46,47,"Jonathan Moss, England",19,1,2022,547,FT,39,Regular Season - 17,2021,2,3
710782,46,51,"Martin Atkinson, England",23,1,2022,547,FT,39,Regular Season - 23,2021,1,1
718547,80,85,"Francois Letexier, France",9,1,2022,666,FT,61,Regular Season - 20,2021,1,1
718560,110,80,"Brisard Jerome, France",16,1,2022,684,FT,61,Regular Season - 21,2021,0,1
718566,80,1063,"Antony Gautier, France",21,1,2022,666,FT,61,Regular Season - 22,2021,1,0
719503,173,164,"Deniz Aytekin, Germany",8,1,2022,738,FT,78,Regular Season - 18,2021,4,1
719515,172,173,"Daniel Schlager, Germany",15,1,2022,750,FT,78,Regular Season - 19,2021,0,2
731778,487,511,"Antonio Giua, Italy",6,1,2022,910,FT,135,Regular Season - 20,2021,3,3
731800,514,487,"Rosario Abisso, Italy",15,1,2022,933,FT,135,Regular Season - 22,2021,0,3
720927,533,539,"Alejandro Hernandez, Spain",3,1,2022,1498,FT,140,Regular Season - 19,2021,5,0
720948,797,533,"Valentin Pizarro Gomez, Spain",16,1,2022,1473,FT,140,Regular Season - 21,2021,1,0
720958,533,798,"Miguel Angel Ortiz Arias, Spain",22,1,2022,1498,FT,140,Regular Season - 22,2021,3,0
710756,42,50,"Stuart Attwell, England",1,1,2022,494,FT,39,Regular Season - 21,2021,1,2
710784,41,50,"Simon Hooper, England",22,1,2022,585,FT,39,Regular Season - 23,2021,1,1
710763,33,39,"Mike Dean, England",3,1,2022,556,FT,39,Regular Season - 21,2021,0,1
710766,66,33,"David Coote, England",15,1,2022,495,FT,39,Regular Season - 22,2021,2,2
710717,55,33,"Andre Marriner, England",19,1,2022,10503,FT,39,Regular Season - 17,2021,1,3
710783,33,48,"Jonathan Moss, England",22,1,2022,556,FT,39,Regular Season - 23,2021,1,0
718542,78,81,"Eric Wattellier, France",7,1,2022,638,FT,61,Regular Season - 20,2021,0,1
718565,116,81,"Stephanie Frappart, France",22,1,2022,654,FT,61,Regular Season - 22,2021,0,2
718550,83,91,"Thomas Leonard, France",9,1,2022,662,FT,61,Regular Season - 20,2021,0,0
718553,91,99,"Jeremy Stinat, France",16,1,2022,659,FT,61,Regular Season - 21,2021,4,0
718568,82,91,"Jeremie Pignard, France",23,1,2022,660,FT,61,Regular Season - 22,2021,3,2
731789,492,498,"Marco Di Bello, Italy",9,1,2022,11904,FT,135,Regular Season - 21,2021,1,0
731795,500,492,"Livio Marinelli, Italy",17,1,2022,881,FT,135,Regular Season - 22,2021,0,2
731811,492,514,"Luca J. Pairetto, Italy",23,1,2022,11904,FT,135,Regular Season - 23,2021,4,1
718555,85,106,"Mikael Lesage, France",15,1,2022,671,FT,61,Regular Season - 21,2021,2,0
718570,85,93,"Eric Wattellier, France",23,1,2022,671,FT,61,Regular Season - 22,2021,4,0
720923,546,541,"Mario Melero Lopez, Spain",2,1,2022,1476,FT,140,Regular Season - 19,2021,1,0
720934,541,532,"Alejandro Hernandez, Spain",8,1,2022,1456,FT,140,Regular Season - 20,2021,4,1
720954,541,797,"Ricardo De Burgos Bengoetxea, Spain",23,1,2022,1456,FT,140,Regular Season - 22,2021,2,2
731799,497,490,"Lorenzo Maggioni, Italy",16,1,2022,910,FT,135,Regular Season - 22,2021,1,0
731805,511,497,"Michael Fabbri, Italy",23,1,2022,896,FT,135,Regular Season - 23,2021,2,4
720924,724,536,"Guillermo Cuadra Fernandez, Spain",3,1,2022,11915,FT,140,Regular Season - 19,2021,0,1
720936,536,546,"Juan Martinez Munuera, Spain",9,1,2022,1494,FT,140,Regular Season - 20,2021,1,0
720947,532,536,"Guillermo Cuadra Fernandez, Spain",19,1,2022,1497,FT,140,Regular Season - 21,2021,1,1
720956,536,538,"Jose Maria Sanchez Martinez, Spain",22,1,2022,1494,FT,140,Regular Season - 22,2021,2,2
710765,38,47,"Robert Jones, England",1,1,2022,596,FT,39,Regular Season - 21,2021,0,1
710759,52,48,"Michael Oliver, England",1,1,2022,525,FT,39,Regular Season - 21,2021,2,3
710734,48,71,"Simon Hooper, England",12,1,2022,598,FT,39,Regular Season - 18,2021,2,0
710774,48,63,"Mike Dean, England",16,1,2022,598,FT,39,Regular Season - 22,2021,2,3
710776,42,44,"David Coote, England",23,1,2022,494,FT,39,Regular Season - 23,2021,0,0
719531,161,178,M. Petersen,6,2,2022,752,FT,78,Regular Season - 21,2021,4,1
719539,169,161,F. Willenborg,12,2,2022,10491,FT,78,Regular Season - 22,2021,0,2
719549,161,167,F. Zwayer,19,2,2022,752,FT,78,Regular Season - 23,2021,1,2
719559,163,161,T. Reichel,26,2,2022,703,FT,78,Regular Season - 24,2021,2,2
720960,529,530,"Jesus Gil Manzano, Spain",6,2,2022,1462,FT,140,Regular Season - 23,2021,4,2
720970,530,546,"Ricardo De Burgos Bengoetxea, Spain",12,2,2022,1461,FT,140,Regular Season - 24,2021,4,3
720940,530,539,"Jose Luis Munuera Montero, Spain",16,2,2022,1461,FT,140,Regular Season - 21,2021,0,1
720985,727,530,"Mario Melero Lopez, Spain",19,2,2022,1486,FT,140,Regular Season - 25,2021,0,3
816254,530,33,O. Hațegan,23,2,2022,1461,FT,2,Round of 16,2021,1,1
720989,530,538,"Alejandro Hernandez, Spain",26,2,2022,1461,FT,140,Regular Season - 26,2021,2,0
731817,505,489,M. Guida,5,2,2022,907,FT,135,Regular Season - 24,2021,1,2
731829,489,498,D. Chiffi,13,2,2022,907,FT,135,Regular Season - 25,2021,1,0
731840,514,489,M. Fabbri,19,2,2022,933,FT,135,Regular Season - 26,2021,2,2
731849,489,494,M. Marchetti,25,2,2022,907,FT,135,Regular Season - 27,2021,1,1
731814,499,490,A. Prontera,6,2,2022,879,FT,135,Regular Season - 24,2021,1,2
731824,499,496,M. Mariani,13,2,2022,879,FT,135,Regular Season - 25,2021,1,1
816226,499,553,S. Schärer,17,2,2022,879,FT,3,Knockout Round Play-offs,2021,2,1
731836,502,499,D. Doveri,20,2,2022,902,FT,135,Regular Season - 26,2021,1,0
731844,499,498,S. Sozza,28,2,2022,879,FT,135,Regular Season - 27,2021,4,0
720973,540,529,"Alejandro Hernandez, Spain",13,2,2022,1474,FT,140,Regular Season - 24,2021,2,2
816214,529,492,I. Kovacs,17,2,2022,1462,FT,3,Knockout Round Play-offs,2021,1,1
720987,532,529,"Carlos Del Cerro Grande, Spain",20,2,2022,1497,FT,140,Regular Season - 25,2021,1,4
816215,492,529,S. Karasev,24,2,2022,11904,FT,3,Knockout Round Play-offs,2021,2,4
720990,529,531,"Guillermo Cuadra Fernandez, Spain",27,2,2022,1462,FT,140,Regular Season - 26,2021,4,0
719529,157,173,S. Jablonski,5,2,2022,700,FT,78,Regular Season - 21,2021,3,2
719545,176,157,R. Schröder,12,2,2022,751,FT,78,Regular Season - 22,2021,4,2
816244,571,157,M. Oliver,16,2,2022,148,FT,2,Round of 16,2021,1,1
719547,157,178,R. Hartmann,20,2,2022,700,FT,78,Regular Season - 23,2021,4,1
719556,169,157,F. Badstübner,26,2,2022,10491,FT,78,Regular Season - 24,2021,0,1
719530,165,168,D. Siebert,6,2,2022,702,FT,78,Regular Season - 21,2021,2,5
719541,182,165,M. Jöllenbeck,13,2,2022,748,FT,78,Regular Season - 22,2021,0,3
816218,165,257,C. Turpin,17,2,2022,702,FT,3,Knockout Round Play-offs,2021,2,4
719548,165,163,M. Fritz,20,2,2022,702,FT,78,Regular Season - 23,2021,6,0
816219,257,165,Antonio Mateu,24,2,2022,1401,FT,3,Knockout Round Play-offs,2021,2,2
719562,170,165,D. Aytekin,27,2,2022,698,FT,78,Regular Season - 24,2021,1,1
710809,52,49,D. Coote,19,2,2022,525,FT,39,Regular Season - 26,2021,0,1
816248,49,79,Jesús Gil,22,2,2022,519,FT,2,Round of 16,2021,2,0
718571,79,85,A. Delerue,6,2,2022,655,FT,61,Regular Season - 23,2021,1,5
718588,82,79,S. Frappart,12,2,2022,660,FT,61,Regular Season - 24,2021,0,1
718593,79,112,B. Dechepy,18,2,2022,655,FT,61,Regular Season - 25,2021,0,0
718604,80,79,C. Turpin,27,2,2022,666,FT,61,Regular Season - 26,2021,0,1
731830,492,505,D. Doveri,12,2,2022,11904,FT,135,Regular Season - 25,2021,1,1
816246,505,40,S. Marciniak,16,2,2022,907,FT,2,Round of 16,2021,0,2
731837,505,488,F. Fourneau,20,2,2022,907,FT,135,Regular Season - 26,2021,0,2
731846,495,505,D. Chiffi,25,2,2022,905,FT,135,Regular Season - 27,2021,0,0
731818,496,504,L. Massimi,6,2,2022,909,FT,135,Regular Season - 24,2021,2,0
731838,496,503,D. Massa,18,2,2022,909,FT,135,Regular Season - 26,2021,1,1
816250,533,496,D. Siebert,22,2,2022,1498,FT,2,Round of 16,2021,1,1
731845,511,496,F. Maresca,26,2,2022,896,FT,135,Regular Season - 27,2021,2,3
710794,40,46,C. Kavanagh,10,2,2022,550,FT,39,Regular Season - 24,2021,2,0
710797,44,40,M. Atkinson,13,2,2022,512,FT,39,Regular Season - 25,2021,0,1
710811,40,71,M. Dean,19,2,2022,550,FT,39,Regular Season - 26,2021,3,1
710739,40,63,M. Oliver,23,2,2022,550,FT,39,Regular Season - 19,2021,6,0
710800,46,48,M. Oliver,13,2,2022,547,FT,39,Regular Season - 25,2021,2,2
710815,39,46,C. Pawson,20,2,2022,600,FT,39,Regular Season - 26,2021,2,1
718484,80,81,B. Bastien,1,2,2022,666,FT,61,Regular Season - 14,2021,2,1
718574,91,80,R. Buquet,5,2,2022,659,FT,61,Regular Season - 23,2021,2,0
718585,80,84,B. Millot,12,2,2022,666,FT,61,Regular Season - 24,2021,2,0
718592,116,80,J. Brisard,19,2,2022,654,FT,61,Regular Season - 25,2021,1,1
719538,173,192,F. Badstübner,11,2,2022,738,FT,78,Regular Season - 22,2021,3,1
816224,173,548,C. Çakιr,17,2,2022,738,FT,3,Knockout Round Play-offs,2021,2,2
719553,159,173,P. Ittrich,20,2,2022,694,FT,78,Regular Season - 23,2021,1,6
816225,548,173,A. Taylor,24,2,2022,1491,FT,3,Knockout Round Play-offs,2021,1,3
719563,176,173,F. Brych,27,2,2022,751,FT,78,Regular Season - 24,2021,0,1
731816,502,487,D. Orsato,5,2,2022,902,FT,135,Regular Season - 24,2021,0,3
731828,487,500,M. Piccinini,12,2,2022,910,FT,135,Regular Season - 25,2021,3,0
816228,212,487,S. Gözübüyük,17,2,2022,1286,FT,3,Knockout Round Play-offs,2021,2,1
731842,494,487,L. Massimi,20,2,2022,928,FT,135,Regular Season - 26,2021,1,1
816229,487,212,D. Aytekin,24,2,2022,910,FT,3,Knockout Round Play-offs,2021,2,2
731848,487,492,M. Di Bello,27,2,2022,910,FT,135,Regular Season - 27,2021,1,2
720961,543,533,"Pablo Gonzales Fuertes, Spain",6,2,2022,1489,FT,140,Regular Season - 23,2021,0,2
720978,533,541,"Jose Maria Sanchez Martinez, Spain",12,2,2022,1498,FT,140,Regular Season - 24,2021,0,0
720983,715,533,"Jesus Gil Manzano, Spain",19,2,2022,1479,FT,140,Regular Season - 25,2021,1,4
720998,533,540,"Ricardo De Burgos Bengoetxea, Spain",27,2,2022,1498,FT,140,Regular Season - 26,2021,5,1
710795,50,55,D. England,9,2,2022,555,FT,39,Regular Season - 24,2021,2,0
710803,71,50,A. Marriner,12,2,2022,565,FT,39,Regular Season - 25,2021,0,4
816240,228,50,S. Jovanović,15,2,2022,1293,FT,2,Round of 16,2021,0,5
710812,50,47,A. Taylor,19,2,2022,555,FT,39,Regular Season - 26,2021,2,3
710821,45,50,P. Tierney,26,2,2022,8560,FT,39,Regular Season - 27,2021,0,1
710788,44,33,M. Dean,8,2,2022,512,FT,39,Regular Season - 24,2021,1,1
710801,33,41,S. Attwell,12,2,2022,556,FT,39,Regular Season - 25,2021,1,1
710729,33,51,P. Bankes,15,2,2022,556,FT,39,Regular Season - 18,2021,2,0
710810,63,33,P. Tierney,20,2,2022,546,FT,39,Regular Season - 26,2021,2,4
710823,33,38,K. Friend,26,2,2022,556,FT,39,Regular Season - 27,2021,0,0
718573,81,77,J. Stinat,4,2,2022,12678,FT,61,Regular Season - 23,2021,5,2
718586,112,81,E. Wattellier,13,2,2022,658,FT,61,Regular Season - 24,2021,1,2
718595,81,99,W. Delajod,20,2,2022,12678,FT,61,Regular Season - 25,2021,0,2
718610,110,81,F. Letexier,27,2,2022,684,FT,61,Regular Season - 26,2021,1,1
718587,91,97,B. Dechepy,13,2,2022,659,FT,61,Regular Season - 24,2021,0,0
718591,78,91,J. Pignard,20,2,2022,638,FT,61,Regular Season - 25,2021,1,1
718606,91,93,B. Millot,27,2,2022,659,FT,61,Regular Season - 26,2021,1,2
731823,517,492,M. Mariani,6,2,2022,948,FT,135,Regular Season - 24,2021,0,2
731835,490,492,S. Sozza,21,2,2022,12275,FT,135,Regular Season - 26,2021,1,1
718590,85,94,B. Bastien,11,2,2022,671,FT,61,Regular Season - 24,2021,1,0
816242,85,541,D. Orsato,15,2,2022,671,FT,2,Round of 16,2021,1,0
718596,83,85,M. Lesage,19,2,2022,662,FT,61,Regular Season - 25,2021,3,1
718608,85,1063,P. Gaillouste,26,2,2022,671,FT,61,Regular Season - 26,2021,3,1
731819,497,495,R. Abisso,5,2,2022,910,FT,135,Regular Season - 24,2021,0,0
731831,488,497,M. Guida,13,2,2022,935,FT,135,Regular Season - 25,2021,2,2
731839,497,504,L. Pairetto,19,2,2022,910,FT,135,Regular Season - 26,2021,2,2
731852,515,497,M. Fabbri,27,2,2022,939,FT,135,Regular Season - 27,2021,0,1
720965,727,536,"Valentin Pizarro Gomez, Spain",5,2,2022,1486,FT,140,Regular Season - 23,2021,0,0
720976,536,797,"Miguel Angel Ortiz Arias, Spain",11,2,2022,1494,FT,140,Regular Season - 24,2021,2,0
816222,536,620,M. Guida,17,2,2022,1494,FT,3,Knockout Round Play-offs,2021,3,1
720984,540,536,"Pablo Gonzales Fuertes, Spain",20,2,2022,1474,FT,140,Regular Season - 25,2021,1,1
816223,620,536,F. Letexier,24,2,2022,412,FT,3,Knockout Round Play-offs,2021,1,0
720996,536,543,"Carlos Del Cerro Grande, Spain",27,2,2022,1494,FT,140,Regular Season - 26,2021,2,1
710791,39,42,M. Oliver,10,2,2022,600,FT,39,Regular Season - 24,2021,0,1
710806,42,55,J. Moss,19,2,2022,494,FT,39,Regular Season - 26,2021,2,1
710746,42,39,M. Atkinson,24,2,2022,494,FT,39,Regular Season - 20,2021,2,1
710790,48,38,M. Atkinson,8,2,2022,598,FT,39,Regular Season - 24,2021,1,0
710814,48,34,C. Kavanagh,19,2,2022,598,FT,39,Regular Season - 26,2021,1,1
710825,48,39,A. Taylor,27,2,2022,598,FT,39,Regular Season - 27,2021,1,0
710793,47,41,D. Coote,9,2,2022,593,FT,39,Regular Season - 24,2021,2,3
710804,47,39,K. Friend,13,2,2022,593,FT,39,Regular Season - 25,2021,0,2
710679,44,47,G. Scott,23,2,2022,512,FT,39,Regular Season - 13,2021,1,0
710822,63,47,C. Pawson,26,2,2022,546,FT,39,Regular Season - 27,2021,0,4
720966,541,715,"Antonio Mateu, Spain",6,2,2022,1456,FT,140,Regular Season - 23,2021,1,0
720997,728,541,"Isidro Diaz de Mera Escuderos, Spain",26,2,2022,1488,FT,140,Regular Season - 26,2021,0,1
720986,541,542,"Jose Luis Munuera Montero, Spain",19,2,2022,1456,FT,140,Regular Season - 25,2021,3,0
710768,44,46,"Chris Kavanagh, England",1,3,2022,512,FT,39,Regular Season - 22,2021,0,2
710745,39,38,"England Darren, England",10,3,2022,600,FT,39,Regular Season - 19,2021,4,0
718611,78,110,"Ruddy Buquet, France",6,3,2022,638,FT,61,Regular Season - 27,2021,0,2
720944,798,548,"Mario Melero Lopez, Spain",2,3,2022,12597,FT,140,Regular Season - 21,2021,0,2
719565,157,168,"Daniel Siebert, Germany",5,3,2022,700,FT,78,Regular Season - 25,2021,1,1
731854,500,503,"Luca Massimi, Italy",6,3,2022,881,FT,135,Regular Season - 28,2021,0,0
816241,50,228,H. Meler,9,3,2022,555,FT,2,Round of 16,2021,0,0
844610,543,169,M. Guida,9,3,2022,1489,FT,3,Round of 16,2021,1,2
718612,116,106,"Johan Hamel, France",5,3,2022,654,FT,61,Regular Season - 27,2021,0,1
718613,79,99,"Thomas Leonard, France",6,3,2022,655,FT,61,Regular Season - 27,2021,4,0
718614,97,80,"Romain Lissorgue, France",4,3,2022,656,FT,61,Regular Season - 27,2021,1,4
718615,81,91,"Antony Gautier, France",6,3,2022,12678,FT,61,Regular Season - 27,2021,0,1
718616,83,82,"Hakim Ben el Salem Hadj, France",6,3,2022,662,FT,61,Regular Season - 27,2021,2,0
718617,84,85,"Willy Delajod, France",5,3,2022,663,FT,61,Regular Season - 27,2021,1,0
718618,93,95,"Jeremie Pignard, France",6,3,2022,674,FT,61,Regular Season - 27,2021,1,1
718619,94,77,"Benoit Millot, France",6,3,2022,680,FT,61,Regular Season - 27,2021,2,0
718620,1063,112,"Jeremy Stinat, France",6,3,2022,676,FT,61,Regular Season - 27,2021,1,0
718621,77,93,"Mikael Lesage, France",13,3,2022,634,FT,61,Regular Season - 28,2021,0,1
718622,106,81,"Ruddy Buquet, France",13,3,2022,641,FT,61,Regular Season - 28,2021,1,4
718623,99,97,"Bastien Dechepy, France",13,3,2022,644,FT,61,Regular Season - 28,2021,0,2
718624,79,1063,"Florent Batta, France",11,3,2022,655,FT,61,Regular Season - 28,2021,0,0
718625,80,94,"Antony Gautier, France",13,3,2022,666,FT,61,Regular Season - 28,2021,2,4
718626,112,116,"Amaury Delerue, France",13,3,2022,658,FT,61,Regular Season - 28,2021,0,0
718627,82,84,"Clement Turpin, France",12,3,2022,660,FT,61,Regular Season - 28,2021,0,0
718628,85,78,"Francois Letexier, France",13,3,2022,671,FT,61,Regular Season - 28,2021,3,0
718629,95,91,"Eric Wattellier, France",13,3,2022,681,FT,61,Regular Season - 28,2021,1,0
718630,110,83,"Stephanie Frappart, France",12,3,2022,684,FT,61,Regular Season - 28,2021,1,0
720999,542,536,"Javier Alberola Rojas, Spain",4,3,2022,1470,FT,140,Regular Season - 27,2021,0,0
721000,531,539,"Alejandro Muniz Ruiz, Spain",7,3,2022,1460,FT,140,Regular Season - 27,2021,3,1
721001,543,530,"Guillermo Cuadra Fernandez, Spain",6,3,2022,1489,FT,140,Regular Season - 27,2021,1,3
721002,538,798,"Miguel Angel Ortiz Arias, Spain",6,3,2022,1467,FT,140,Regular Season - 27,2021,4,3
721003,724,728,"Cesar Soto Grado, Spain",6,3,2022,11915,FT,140,Regular Season - 27,2021,2,0
721004,540,546,"Adrian Cordero Vega, Spain",5,3,2022,1474,FT,140,Regular Season - 27,2021,2,0
721005,727,533,"Jose Luis Munuera Montero, Spain",5,3,2022,1486,FT,140,Regular Season - 27,2021,1,0
721006,541,548,"Jesus Gil Manzano, Spain",5,3,2022,1456,FT,140,Regular Season - 27,2021,4,1
721007,532,715,"Valentin Pizarro Gomez, Spain",5,3,2022,1497,FT,140,Regular Season - 27,2021,3,1
721008,797,529,"Alejandro Hernandez, Spain",6,3,2022,1473,FT,140,Regular Season - 27,2021,1,2
721009,530,724,Pablo González,11,3,2022,1461,FT,140,Regular Season - 28,2021,2,1
721010,529,727,"Ricardo De Burgos Bengoetxea, Spain",13,3,2022,1462,FT,140,Regular Season - 28,2021,4,0
721011,543,531,"Antonio Mateu, Spain",13,3,2022,1489,FT,140,Regular Season - 28,2021,1,0
721013,546,532,"Guillermo Cuadra Fernandez, Spain",12,3,2022,1476,FT,140,Regular Season - 28,2021,0,0
721014,715,797,Carlos del Cerro,12,3,2022,1479,FT,140,Regular Season - 28,2021,0,1
721015,539,540,"Isidro Diaz de Mera Escuderos, Spain",12,3,2022,1482,FT,140,Regular Season - 28,2021,1,1
721016,548,542,"Jorge Figueroa Vazquez, Spain",13,3,2022,1491,FT,140,Regular Season - 28,2021,1,0
721017,728,536,"Juan Martinez Munuera, Spain",13,3,2022,1488,FT,140,Regular Season - 28,2021,1,1
721018,533,538,Santiago Jaime,12,3,2022,1498,FT,140,Regular Season - 28,2021,1,0
719566,173,160,"Felix Zwayer, Germany",5,3,2022,738,FT,78,Regular Season - 25,2021,1,1
719567,161,182,"Patrick Ittrich, Germany",5,3,2022,752,FT,78,Regular Season - 25,2021,1,0
719568,172,163,"Christian Dingert, Germany",5,3,2022,750,FT,78,Regular Season - 25,2021,3,2
719570,159,169,"Harm Osmers, Germany",5,3,2022,694,FT,78,Regular Season - 25,2021,1,4
719571,188,170,"Felix Brych, Germany",4,3,2022,697,FT,78,Regular Season - 25,2021,0,1
719572,192,167,"Marco Fritz, Germany",6,3,2022,731,FT,78,Regular Season - 25,2021,0,1
719573,176,178,"Daniel Schlager, Germany",5,3,2022,751,FT,78,Regular Season - 25,2021,2,1
719574,165,188,"Bastian Dankert, Germany",13,3,2022,702,FT,78,Regular Season - 26,2021,1,0
719575,169,176,"Marco Fritz, Germany",13,3,2022,10491,FT,78,Regular Season - 26,2021,2,1
719576,168,192,"Sascha Stegemann, Germany",13,3,2022,699,FT,78,Regular Season - 26,2021,0,1
719577,182,172,"Robert Hartmann, Germany",12,3,2022,748,FT,78,Regular Season - 26,2021,1,1
719578,163,159,"Florian Badstubner, Germany",12,3,2022,703,FT,78,Regular Season - 26,2021,2,0
719579,160,161,"Martin Petersen, Germany",12,3,2022,12717,FT,78,Regular Season - 26,2021,3,2
719580,167,157,"Robert Schroder, Germany",12,3,2022,724,FT,78,Regular Season - 26,2021,1,1
719582,178,173,"Sven Jablonski, Germany",13,3,2022,718,FT,78,Regular Season - 26,2021,1,6
731855,490,487,"Fabio Maresca, Italy",5,3,2022,12275,FT,135,Regular Season - 28,2021,0,3
731856,502,504,"Gianluca Manganiello, Italy",6,3,2022,902,FT,135,Regular Season - 28,2021,1,1
731857,495,511,"Gianluca Aureliano, Italy",6,3,2022,905,FT,135,Regular Season - 28,2021,0,0
